"authors","PY","title","idNacsos","doi","includeStudy","effectSize.type","effectNumber","locationOfInformation","studyDesignType","studyDesignType2","studyDesignType3","dependentVariable.co2GHG","dependentVariable.totalCapita","dependentVariable.levelsGrowthrates","logTransformation","largerRoBDummy","Notes.largerRoB","effectSize.informationComplete","effectSize.statisticalEstimate","effectSize.statisticalEstimate.standardized","effectSize.direction","effectSize.cumulativePeriodic","standardError","standardError.standardized","tStatistic","pvalue","confidenceIntervall","sampleSize.total","sampleSize.treatment","sampleSize.control","NumberOfObservations","significanceLevel","mainSpecification","carbonPriceMean","carbonPriceMean.standardized","carbonPriceMeanCurrencyBaseYear.standardized","timeAggregationLevel","entityAggregation","meanEmissions","emissionSector","fuelType","usedData","notes","idStudy","confidenceIntervall.level","confidenceIntervall.lowerBound","confidenceIntervall.upperBound","intervention","intervention_granular","label","did","panel_with_FE","panel_without_FE","synthetic_control","matching","rdd","study_design","idEffect","introduction_date","start_date","end_date","duration","RoB.treat","RoB.control","Notes.RoB.selection","RoB.confounders","Notes.RoB.confounders","RoB.other","Notes.RoB.other","RoB","carbonPriceMean.USD.2010","energy","industry","transport","buildings","industrial_sectors","consumer_sectors","tax","cap_and_trade"
"Sadayuki, T;  Arimura, TH",2021,"Do regional emission trading schemes lead to carbon leakage within firms? Evidence from Japan","5196287","10.1016/j.eneco.2021.105664","include","introduction effect","17","Page 9 ; table 7 ; column 2 ; line 3","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.108,NA,"decrease","periodic",0.017,NA,NA,NA,NA,2128,125,2003,17738,"0.95",NA,NA,NA,NA,"Year","plant",21.39,"allcoveredsectors","all fuels",NA,"Estimation for LF located in Tokyo from ETS entities having LFs in Tokyo, Saitama, and other prefectures, in service sector. Mean emissions of the control group per year (1000 ton by facility-year) (doesn’t specify the period)","5196287_1",NA,NA,NA,"Tokyo ETS","Tokyo ETS","Sadayuki &  Arimura (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",475,2010-01-01,2009-01-01,2014-12-31,5,"Probably No","Probably No","The study includes large-scaled facilities in Japan. LFs from ETS entities located in Tokyo, Saitama, and other prefectures are in the treatment group, LFs from non-ETS entities are in the control group","Probably No","Controls facility fixed effects and industry-year fixed effects. Includes control variables : heating-degree days, cooling-degree days (the number of times air conditioning is required during the year in a specific prefecture where LF f is located), annual gross domestic product (GDP)  at the industry-prefecture level, average land price per area of a particular prefecture, land use, and year, average price of electricity provided by a regional monopolistic electricity company, emission factor ( amount of CO2 emissions associated with one unit of electricity produced by the regional monopolistic electricity company in the region where the LF is located), and disaster variables ((inundated areas, evacuation areas, rolling blackout areas)","Probably No",NA,"low",104.988291540748,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Sadayuki, T;  Arimura, TH",2021,"Do regional emission trading schemes lead to carbon leakage within firms? Evidence from Japan","5196287","10.1016/j.eneco.2021.105664","include","introduction effect","18","Page 9 ; table 7 ; column 3 ; line 3","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.025,NA,"decrease","periodic",0.01,NA,NA,NA,NA,1007,602,405,10758,"0.9",NA,NA,NA,NA,"Year","plant",21.39,"allcoveredsectors","all fuels",NA,"Estimation for LF located in Tokyo from ETS entities having LFs in Tokyo, Saitama, and other prefectures, in service sector. Mean emissions of the control group per year (1000 ton by facility-year) (doesn’t specify the period)","5196287_1",NA,NA,NA,"Tokyo ETS","Tokyo ETS","Sadayuki &  Arimura (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",476,2010-01-01,2009-01-01,2014-12-31,5,"Probably No","Probably No","The study includes large-scaled facilities in Japan. LFs from ETS entities located in Tokyo, Saitama, and other prefectures are in the treatment group, LFs from non-ETS entities are in the control group","Probably No","Controls facility fixed effects and industry-year fixed effects. Includes control variables : heating-degree days, cooling-degree days (the number of times air conditioning is required during the year in a specific prefecture where LF f is located), annual gross domestic product (GDP)  at the industry-prefecture level, average land price per area of a particular prefecture, land use, and year, average price of electricity provided by a regional monopolistic electricity company, emission factor ( amount of CO2 emissions associated with one unit of electricity produced by the regional monopolistic electricity company in the region where the LF is located), and disaster variables ((inundated areas, evacuation areas, rolling blackout areas)","Probably No",NA,"low",104.988291540748,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Sadayuki, T;  Arimura, TH",2021,"Do regional emission trading schemes lead to carbon leakage within firms? Evidence from Japan","5196287","10.1016/j.eneco.2021.105664","include","introduction effect","19","Page 9 ; table 7 ; column 1 ; line 4","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.019,NA,"decrease","periodic",0.011,NA,NA,NA,NA,2991,361,2630,31294,"insignificant",NA,NA,NA,NA,"Year","plant",21.39,"allcoveredsectors","all fuels",NA,"Estimation for LF located in Saitamar prefecture from ETS entities having LFs in Tokyo, Saitama, and other prefectures, in service sector. Mean emissions of the control group per year (1000 ton by facility-year) (doesn’t specify the period)","5196287_2",NA,NA,NA,"Saitama ETS","Saitama ETS","Sadayuki &  Arimura (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",477,2011-01-01,2009-01-01,2014-12-31,4,"Probably No","Probably No","The study includes large-scaled facilities in Japan. LFs from ETS entities located in Tokyo, Saitama, and other prefectures are in the treatment group, LFs from non-ETS entities are in the control group","Probably No","Controls facility fixed effects and industry-year fixed effects. Includes control variables : heating-degree days, cooling-degree days (the number of times air conditioning is required during the year in a specific prefecture where LF f is located), annual gross domestic product (GDP)  at the industry-prefecture level, average land price per area of a particular prefecture, land use, and year, average price of electricity provided by a regional monopolistic electricity company, emission factor ( amount of CO2 emissions associated with one unit of electricity produced by the regional monopolistic electricity company in the region where the LF is located), and disaster variables ((inundated areas, evacuation areas, rolling blackout areas)","Probably No",NA,"low",103.190090197677,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Sadayuki, T;  Arimura, TH",2021,"Do regional emission trading schemes lead to carbon leakage within firms? Evidence from Japan","5196287","10.1016/j.eneco.2021.105664","include","introduction effect","20","Page 9 ; table 7 ; column 2 ; line 4","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","log-level",NA,NA,"complete",-0.029,NA,"decrease","periodic",0.012,NA,NA,NA,NA,2241,238,2003,17738,"<0.90",NA,NA,NA,NA,"Year","plant",21.39,"allcoveredsectors","all fuels",NA,"Estimation for LF located in Saitama  prefecture from ETS entities having LFs in Tokyo, Saitama, and other prefectures, in service sector. Mean emissions of the control group per year (1000 ton by facility-year) (doesn’t specify the period","5196287_2",NA,NA,NA,"Saitama ETS","Saitama ETS","Sadayuki &  Arimura (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",478,2011-01-01,2009-01-01,2014-12-31,4,"Probably No","Probably No","The study includes large-scaled facilities in Japan. LFs from ETS entities located in Tokyo, Saitama, and other prefectures are in the treatment group, LFs from non-ETS entities are in the control group","Probably No","Controls facility fixed effects and industry-year fixed effects. Includes control variables : heating-degree days, cooling-degree days (the number of times air conditioning is required during the year in a specific prefecture where LF f is located), annual gross domestic product (GDP)  at the industry-prefecture level, average land price per area of a particular prefecture, land use, and year, average price of electricity provided by a regional monopolistic electricity company, emission factor ( amount of CO2 emissions associated with one unit of electricity produced by the regional monopolistic electricity company in the region where the LF is located), and disaster variables ((inundated areas, evacuation areas, rolling blackout areas)","Probably No",NA,"low",103.190090197677,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Sadayuki, T;  Arimura, TH",2021,"Do regional emission trading schemes lead to carbon leakage within firms? Evidence from Japan","5196287","10.1016/j.eneco.2021.105664","include","introduction effect","21","Page 9 ; table 7 ; column 3 ; line 4","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","log-level",NA,NA,"complete",0.01,NA,"increase","periodic",0.021,NA,NA,NA,NA,508,103,405,10758,"insignificant",NA,NA,NA,NA,"Year","plant",21.39,"allcoveredsectors","all fuels",NA,"Estimation for LF located in Saitama prefecture from ETS entities having LFs in Tokyo, Saitama, and other prefectures, in service sector. Mean emissions of the control group per year (1000 ton by facility-year) (doesn’t specify the period","5196287_2",NA,NA,NA,"Saitama ETS","Saitama ETS","Sadayuki &  Arimura (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",479,2011-01-01,2009-01-01,2014-12-31,4,"Probably No","Probably No","The study includes large-scaled facilities in Japan. LFs from ETS entities located in Tokyo, Saitama, and other prefectures are in the treatment group, LFs from non-ETS entities are in the control group","Probably No","Controls facility fixed effects and industry-year fixed effects. Includes control variables : heating-degree days, cooling-degree days (the number of times air conditioning is required during the year in a specific prefecture where LF f is located), annual gross domestic product (GDP)  at the industry-prefecture level, average land price per area of a particular prefecture, land use, and year, average price of electricity provided by a regional monopolistic electricity company, emission factor ( amount of CO2 emissions associated with one unit of electricity produced by the regional monopolistic electricity company in the region where the LF is located), and disaster variables ((inundated areas, evacuation areas, rolling blackout areas)","Probably No",NA,"low",103.190090197677,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Shen, Jun; Tang, Pengcheng; Zeng, Hao",2020,"Does China's carbon emission trading reduce carbon emissions? Evidence from listed firms","4378950","10.1016/j.esd.2020.09.007","include","introduction effect","1","Table 6, Column 1","DiD","Panel w/ entity&time FE","Matching","CO2","Total","Levels","log-level","Yes","No controll variables","complete",-0.086,NA,"decrease","periodic",NA,NA,-3.965,NA,NA,572,39,533,1807,"0.99",NA,NA,NA,NA,"Year","firm",940690,"allcoveredsectors","all fuels","own calculations by the authors","It was clarified with the authors that the reported regression coefficients come from a log-level regression, while this is not specified in the article.","4378950_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Shen et al. (2020)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",480,2013-01-01,2009-01-01,2017-12-31,5,"Yes","Probably No","The study only considers firms listed on the stock exchange (due to data availability constraints). As a treatment group they thus include only 39 of 1533 firms affected by the carbon pricing policy. Listed firms can hardly be assumed to be an unbiased subset of all treated firms. The controll consists of non-treated listed firms seleceted by matching.","Probably No","The study includes a large set of regional and firm level controlls.","Yes","The dependent variable of CO2 emissions is derived for each firm by splitting the industry level emissions to each firm by its share of costs and R&D investments compared to the other firms in the industry. Thus the regression estimates the effect of carbon pricing on industry level emissions as well as costs and R&D investments. Which may or may not be a good proxy of real CO2 emissions of the firm.","high",4.96116669849527,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Shen, Jun; Tang, Pengcheng; Zeng, Hao",2020,"Does China's carbon emission trading reduce carbon emissions? Evidence from listed firms","4378950","10.1016/j.esd.2020.09.007","include","introduction effect","2","Table 6, Column 2","DiD","Panel w/ entity&time FE","Matching","CO2","Total","Levels","log-level","No",NA,"complete",-0.088,NA,"decrease","periodic",NA,NA,-4.112,NA,NA,572,39,533,1807,"0.99",NA,NA,NA,NA,"Year","firm",940690,"allcoveredsectors","all fuels","own calculations by the authors","It was clarified with the authors that the reported regression coefficients come from a log-level regression, while this is not specified in the article.","4378950_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Shen et al. (2020)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",481,2013-01-01,2009-01-01,2017-12-31,5,"Yes","Probably No","The study only considers firms listed on the stock exchange (due to data availability constraints). As a treatment group they thus include only 39 of 1533 firms affected by the carbon pricing policy. Listed firms can hardly be assumed to be an unbiased subset of all treated firms. The controll consists of non-treated listed firms seleceted by matching.","Probably No","The study includes a large set of regional and firm level controlls.","Yes","The dependent variable of CO2 emissions is derived for each firm by splitting the industry level emissions to each firm by its share of costs and R&D investments compared to the other firms in the industry. Thus the regression estimates the effect of carbon pricing on industry level emissions as well as costs and R&D investments. Which may or may not be a good proxy of real CO2 emissions of the firm.","high",4.96116669849527,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Shen, Jun; Tang, Pengcheng; Zeng, Hao",2020,"Does China's carbon emission trading reduce carbon emissions? Evidence from listed firms","4378950","10.1016/j.esd.2020.09.007","include","introduction effect","3","Table 6, Column 3","DiD","Panel w/ entity&time FE","Matching","CO2","Total","Levels","log-level","No",NA,"complete",-0.099,NA,"decrease","periodic",NA,NA,-4.841,NA,NA,572,39,533,1807,"0.99",NA,NA,NA,NA,"Year","firm",940690,"allcoveredsectors","all fuels","own calculations by the authors","It was clarified with the authors that the reported regression coefficients come from a log-level regression, while this is not specified in the article.","4378950_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Shen et al. (2020)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",482,2013-01-01,2009-01-01,2017-12-31,5,"Yes","Probably No","The study only considers firms listed on the stock exchange (due to data availability constraints). As a treatment group they thus include only 39 of 1533 firms affected by the carbon pricing policy. Listed firms can hardly be assumed to be an unbiased subset of all treated firms. The controll consists of non-treated listed firms seleceted by matching.","Probably No","The study includes a large set of regional and firm level controlls.","Yes","The dependent variable of CO2 emissions is derived for each firm by splitting the industry level emissions to each firm by its share of costs and R&D investments compared to the other firms in the industry. Thus the regression estimates the effect of carbon pricing on industry level emissions as well as costs and R&D investments. Which may or may not be a good proxy of real CO2 emissions of the firm.","high",4.96116669849527,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Shen, Jun; Tang, Pengcheng; Zeng, Hao",2020,"Does China's carbon emission trading reduce carbon emissions? Evidence from listed firms","4378950","10.1016/j.esd.2020.09.007","include","introduction effect","4","Table 6, Column 4","DiD","Panel w/ entity&time FE","Matching","CO2","Total","Levels","log-level","No",NA,"complete",-0.097,NA,"decrease","periodic",NA,NA,-4.783,NA,NA,572,39,533,1807,"0.99","main specification",NA,NA,NA,"Year","firm",940690,"allcoveredsectors","all fuels","own calculations by the authors","It was clarified with the authors that the reported regression coefficients come from a log-level regression, while this is not specified in the article.","4378950_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Shen et al. (2020)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",483,2013-01-01,2009-01-01,2017-12-31,5,"Yes","Probably No","The study only considers firms listed on the stock exchange (due to data availability constraints). As a treatment group they thus include only 39 of 1533 firms affected by the carbon pricing policy. Listed firms can hardly be assumed to be an unbiased subset of all treated firms. The controll consists of non-treated listed firms seleceted by matching.","Probably No","The study includes a large set of regional and firm level controlls.","Yes","The dependent variable of CO2 emissions is derived for each firm by splitting the industry level emissions to each firm by its share of costs and R&D investments compared to the other firms in the industry. Thus the regression estimates the effect of carbon pricing on industry level emissions as well as costs and R&D investments. Which may or may not be a good proxy of real CO2 emissions of the firm.","high",4.96116669849527,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Shen, Jun; Tang, Pengcheng; Zeng, Hao",2020,"Does China's carbon emission trading reduce carbon emissions? Evidence from listed firms","4378950","10.1016/j.esd.2020.09.007","include","introduction effect","5","Table 11, Column 1","DiD","Panel w/ entity&time FE","Matching","CO2","Total","Levels","log-level","Yes","No controll variables","complete",-0.233,NA,"decrease","periodic",NA,NA,-3.321,NA,NA,NA,19,NA,301,"0.99",NA,NA,NA,NA,"Year","firm",940690,"allcoveredsectors","all fuels","own calculations by the authors","It was clarified with the authors that the reported regression coefficients come from a log-level regression, while this is not specified in the article.","4378950_2",NA,NA,NA,"Chinese pilot ETS","Shenzhen pilot ETS","Shen et al. (2020)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",484,2013-01-01,2009-01-01,2017-12-31,5,"Yes","Probably No","The study only considers firms listed on the stock exchange (due to data availability constraints). As a treatment group they thus include only 39 of 1533 firms affected by the carbon pricing policy. Listed firms can hardly be assumed to be an unbiased subset of all treated firms. The controll consists of non-treated listed firms seleceted by matching.","Probably No","The study includes a large set of regional and firm level controlls.","Yes","The dependent variable of CO2 emissions is derived for each firm by splitting the industry level emissions to each firm by its share of costs and R&D investments compared to the other firms in the industry. Thus the regression estimates the effect of carbon pricing on industry level emissions as well as costs and R&D investments. Which may or may not be a good proxy of real CO2 emissions of the firm.","high",7.59897738361698,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Shen, Jun; Tang, Pengcheng; Zeng, Hao",2020,"Does China's carbon emission trading reduce carbon emissions? Evidence from listed firms","4378950","10.1016/j.esd.2020.09.007","include","introduction effect","6","Table 11, Column 2","DiD","Panel w/ entity&time FE","Matching","CO2","Total","Levels","log-level","Yes","No controll variables","complete",-0.233,NA,"decrease","periodic",NA,NA,-3.321,NA,NA,NA,19,NA,301,"0.99",NA,NA,NA,NA,"Year","firm",940690,"allcoveredsectors","all fuels","own calculations by the authors","It was clarified with the authors that the reported regression coefficients come from a log-level regression, while this is not specified in the article.","4378950_2",NA,NA,NA,"Chinese pilot ETS","Shenzhen pilot ETS","Shen et al. (2020)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",485,2013-01-01,2009-01-01,2017-12-31,5,"Yes","Probably No","The study only considers firms listed on the stock exchange (due to data availability constraints). As a treatment group they thus include only 39 of 1533 firms affected by the carbon pricing policy. Listed firms can hardly be assumed to be an unbiased subset of all treated firms. The controll consists of non-treated listed firms seleceted by matching.","Probably No","The study includes a large set of regional and firm level controlls.","Yes","The dependent variable of CO2 emissions is derived for each firm by splitting the industry level emissions to each firm by its share of costs and R&D investments compared to the other firms in the industry. Thus the regression estimates the effect of carbon pricing on industry level emissions as well as costs and R&D investments. Which may or may not be a good proxy of real CO2 emissions of the firm.","high",7.59897738361698,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Shen, Jun; Tang, Pengcheng; Zeng, Hao",2020,"Does China's carbon emission trading reduce carbon emissions? Evidence from listed firms","4378950","10.1016/j.esd.2020.09.007","include","introduction effect","7","Table 11, Column 3","DiD","Panel w/ entity&time FE","Matching","CO2","Total","Levels","log-level","No",NA,"complete",-0.245,NA,"decrease","periodic",NA,NA,-3.594,NA,NA,NA,19,NA,301,"0.99",NA,NA,NA,NA,"Year","firm",940690,"allcoveredsectors","all fuels","own calculations by the authors","It was clarified with the authors that the reported regression coefficients come from a log-level regression, while this is not specified in the article.","4378950_2",NA,NA,NA,"Chinese pilot ETS","Shenzhen pilot ETS","Shen et al. (2020)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",486,2013-01-01,2009-01-01,2017-12-31,5,"Yes","Probably No","The study only considers firms listed on the stock exchange (due to data availability constraints). As a treatment group they thus include only 39 of 1533 firms affected by the carbon pricing policy. Listed firms can hardly be assumed to be an unbiased subset of all treated firms. The controll consists of non-treated listed firms seleceted by matching.","Probably No","The study includes a large set of regional and firm level controlls.","Yes","The dependent variable of CO2 emissions is derived for each firm by splitting the industry level emissions to each firm by its share of costs and R&D investments compared to the other firms in the industry. Thus the regression estimates the effect of carbon pricing on industry level emissions as well as costs and R&D investments. Which may or may not be a good proxy of real CO2 emissions of the firm.","high",7.59897738361698,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Shen, Jun; Tang, Pengcheng; Zeng, Hao",2020,"Does China's carbon emission trading reduce carbon emissions? Evidence from listed firms","4378950","10.1016/j.esd.2020.09.007","include","introduction effect","8","Table 11, Column 4","DiD","Panel w/ entity&time FE","Matching","CO2","Total","Levels","log-level","No",NA,"complete",-0.245,NA,"decrease","periodic",NA,NA,-3.594,NA,NA,NA,19,NA,301,"0.99",NA,NA,NA,NA,"Year","firm",940690,"allcoveredsectors","all fuels","own calculations by the authors","It was clarified with the authors that the reported regression coefficients come from a log-level regression, while this is not specified in the article.","4378950_2",NA,NA,NA,"Chinese pilot ETS","Shenzhen pilot ETS","Shen et al. (2020)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"DiD panel FE",487,2013-01-01,2009-01-01,2017-12-31,5,"Yes","Probably No","The study only considers firms listed on the stock exchange (due to data availability constraints). As a treatment group they thus include only 39 of 1533 firms affected by the carbon pricing policy. Listed firms can hardly be assumed to be an unbiased subset of all treated firms. The controll consists of non-treated listed firms seleceted by matching.","Probably No","The study includes a large set of regional and firm level controlls.","Yes","The dependent variable of CO2 emissions is derived for each firm by splitting the industry level emissions to each firm by its share of costs and R&D investments compared to the other firms in the industry. Thus the regression estimates the effect of carbon pricing on industry level emissions as well as costs and R&D investments. Which may or may not be a good proxy of real CO2 emissions of the firm.","high",7.59897738361698,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Tang, K; Zhou, Y; Liang, XY; Zhou, D",2021,"The effectiveness and heterogeneity of carbon emissions trading scheme in China","4484235","10.1007/s11356-020-12182-0","include","introduction effect","1","Page 17311 ; table 2 ; column 1 ; line 1","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level","Yes","Regional and time fixed effect, no industrial fixed effect, no control variables","complete",3.9814,NA,"increase","periodic",1.4945,NA,NA,NA,NA,25,5,20,NA,"0.95",NA,NA,NA,NA,"Year","country-sector",7.465912,"allcoveredsectors","all fuels","Energy consumption data come from China Energy Statistical Yearbook (NBS
2009–2018a), refer to the accounting method of IPCC (IPCC 2015) to
calculate the carbon emissions (MTCO2) of each industry in
each region","Mean emission in millions tons, no other information provided (scope, period) ","4484235_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Tang et al. (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",488,2013-01-01,2008-01-01,2017-12-31,5,"Probably No","Probably No","The study includes industrial sectors in 26 provinces (excludes Jiangsu, Zhejiang, Shanghai, Tibet, Sichuan, Hong Kong, Macao due to the lack of data) during 2008-2016, the treatment groups includes Beijing, Guangdong (Shenzhen’s data have been statistically included in the data of Guangdong in the practice), Hubei, Chongqing, and Tianjin, the control groups inlcudes the other province.","Probably No","Controls the province-year fixed, the industry-year fixed, and the industry-year fixed effects, and includes control variable (output value (GOP/100 million yuan), the total assets (ASSET/100 million yuan), the current assets ratio (CA), and the total profit (PROF/100 million yuan) of industries)","Probably No",NA,"low",4.58740875974987,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Tang, K; Zhou, Y; Liang, XY; Zhou, D",2021,"The effectiveness and heterogeneity of carbon emissions trading scheme in China","4484235","10.1007/s11356-020-12182-0","include","introduction effect","2","Page 17311 ; table 2 ; column 2 ; line 1","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level","Yes","Regional and time fixed effect, no industrial fixed effect, includes 2 control variables (output value (GOP/100 million yuan), the total assets (ASSET/100 million yuan))","complete",-8.3618,NA,"decrease","periodic",3.4538,NA,NA,NA,NA,25,5,20,NA,"0.95",NA,NA,NA,NA,"Year","country-sector",7.465912,"allcoveredsectors","all fuels","Energy consumption data come from China Energy Statistical Yearbook (NBS
2009–2018a), refer to the accounting method of IPCC (IPCC 2015) to
calculate the carbon emissions (MTCO2) of each industry in
each region","Mean emission in millions tons, no other information provided (scope, period) ","4484235_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Tang et al. (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",489,2013-01-01,2008-01-01,2017-12-31,5,"Probably No","Probably No","The study includes industrial sectors in 26 provinces (excludes Jiangsu, Zhejiang, Shanghai, Tibet, Sichuan, Hong Kong, Macao due to the lack of data) during 2008-2016, the treatment groups includes Beijing, Guangdong (Shenzhen’s data have been statistically included in the data of Guangdong in the practice), Hubei, Chongqing, and Tianjin, the control groups inlcudes the other province.","Probably No","Controls the province-year fixed, the industry-year fixed, and the industry-year fixed effects, and includes control variable (output value (GOP/100 million yuan), the total assets (ASSET/100 million yuan), the current assets ratio (CA), and the total profit (PROF/100 million yuan) of industries)","Probably No",NA,"low",4.58740875974987,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Tang, K; Zhou, Y; Liang, XY; Zhou, D",2021,"The effectiveness and heterogeneity of carbon emissions trading scheme in China","4484235","10.1007/s11356-020-12182-0","include","introduction effect","3","Page 17311 ; table 2 ; column 3 ; line 1","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level","Yes","Regional,  time, and industrial fixed effect, includes 2 control variables (output value (GOP/100 million yuan), the total assets (ASSET/100 million yuan))","complete",-7.6733,NA,"decrease","periodic",2.9496,NA,NA,NA,NA,25,5,20,NA,"0.95",NA,NA,NA,NA,"Year","country-sector",7.465912,"allcoveredsectors","all fuels","Energy consumption data come from China Energy Statistical Yearbook (NBS
2009–2018a), refer to the accounting method of IPCC (IPCC 2015) to
calculate the carbon emissions (MTCO2) of each industry in
each region","Mean emission in millions tons, no other information provided (scope, period) ","4484235_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Tang et al. (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",490,2013-01-01,2008-01-01,2017-12-31,5,"Probably No","Probably No","The study includes industrial sectors in 26 provinces (excludes Jiangsu, Zhejiang, Shanghai, Tibet, Sichuan, Hong Kong, Macao due to the lack of data) during 2008-2016, the treatment groups includes Beijing, Guangdong (Shenzhen’s data have been statistically included in the data of Guangdong in the practice), Hubei, Chongqing, and Tianjin, the control groups inlcudes the other province.","Probably No","Controls the province-year fixed, the industry-year fixed, and the industry-year fixed effects, and includes control variable (output value (GOP/100 million yuan), the total assets (ASSET/100 million yuan), the current assets ratio (CA), and the total profit (PROF/100 million yuan) of industries)","Probably No",NA,"low",4.58740875974987,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Tang, K; Zhou, Y; Liang, XY; Zhou, D",2021,"The effectiveness and heterogeneity of carbon emissions trading scheme in China","4484235","10.1007/s11356-020-12182-0","include","introduction effect","4","Page 17311 ; table 2 ; column 4 ; line 1","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level","No","Regional,  time, and industrial fixed effect, includes 4 control variables (output value (GOP/100 million yuan), the total assets (ASSET/100 million yuan), the current assets ratio (CA), and the total profit (PROF/100 million yuan) of industries)","complete",-6.3937,NA,"decrease","periodic",2.8231,NA,NA,NA,NA,25,5,20,NA,"0.95",NA,NA,NA,NA,"Year","country-sector",7.465912,"allcoveredsectors","all fuels","Energy consumption data come from China Energy Statistical Yearbook (NBS
2009–2018a), refer to the accounting method of IPCC (IPCC 2015) to
calculate the carbon emissions (MTCO2) of each industry in
each region","Mean emission in millions tons, no other information provided (scope, period) ","4484235_1",NA,NA,NA,"Chinese pilot ETS","Chinese pilot ETS","Tang et al. (2021)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",491,2013-01-01,2008-01-01,2017-12-31,5,"Probably No","Probably No","The study includes industrial sectors in 26 provinces (excludes Jiangsu, Zhejiang, Shanghai, Tibet, Sichuan, Hong Kong, Macao due to the lack of data) during 2008-2016, the treatment groups includes Beijing, Guangdong (Shenzhen’s data have been statistically included in the data of Guangdong in the practice), Hubei, Chongqing, and Tianjin, the control groups inlcudes the other province.","Probably No","Controls the province-year fixed, the industry-year fixed, and the industry-year fixed effects, and includes control variable (output value (GOP/100 million yuan), the total assets (ASSET/100 million yuan), the current assets ratio (CA), and the total profit (PROF/100 million yuan) of industries)","Probably No",NA,"low",4.58740875974987,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
