"authors","PY","title","idNacsos","doi","includeStudy","effectSize.type","effectNumber","locationOfInformation","studyDesignType","studyDesignType2","studyDesignType3","dependentVariable.co2GHG","dependentVariable.totalCapita","dependentVariable.levelsGrowthrates","logTransformation","largerRoBDummy","Notes.largerRoB","effectSize.informationComplete","effectSize.statisticalEstimate","effectSize.statisticalEstimate.standardized","effectSize.direction","effectSize.cumulativePeriodic","standardError","standardError.standardized","tStatistic","pvalue","confidenceIntervall","sampleSize.total","sampleSize.treatment","sampleSize.control","NumberOfObservations","significanceLevel","mainSpecification","carbonPriceMean","carbonPriceMean.standardized","carbonPriceMeanCurrencyBaseYear.standardized","timeAggregationLevel","entityAggregation","meanEmissions","emissionSector","fuelType","usedData","notes","idStudy","confidenceIntervall.level","confidenceIntervall.lowerBound","confidenceIntervall.upperBound","intervention","intervention_granular","label","did","panel_with_FE","panel_without_FE","synthetic_control","matching","rdd","study_design","idEffect","introduction_date","start_date","end_date","duration","RoB.treat","RoB.control","Notes.RoB.selection","RoB.confounders","Notes.RoB.confounders","RoB.other","Notes.RoB.other","RoB","carbonPriceMean.USD.2010","energy","industry","transport","buildings","industrial_sectors","consumer_sectors","tax","cap_and_trade","effect_size_transformation","transformation_issues","uncertainty_measure","effect_size_percent","SE_percent"
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","11","Table 2, col 2 (IB)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.212381,NA,"decrease","periodic",0.0695896,NA,-3.05190718153287,NA,NA,14,1,13,224,"0.99",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",397,2001-01-01,1990-01-01,2002-12-31,1.9972602739726,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",45.3583471803633,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-12.0671022727273,3.95395454545455
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","12","Table 2, col 2 (IB)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.2365655,NA,"decrease","periodic",0.1068249,NA,-2.21451646573037,NA,NA,14,1,13,224,"0.95",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",398,2001-01-01,1990-01-01,2003-12-31,2.9972602739726,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",54.9656205369689,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-13.4412215909091,6.06959659090909
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","13","Table 2, col 2 (IB)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.212405,NA,"decrease","periodic",0.1091825,NA,-1.94541249742404,NA,NA,14,1,13,224,"0.9",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",399,2001-01-01,1990-01-01,2004-12-31,4,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",66.5688941104789,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-12.0684659090909,6.20355113636364
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","14","Table 2, col 2 (IB)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.2741986,NA,"decrease","periodic",0.0850456,NA,-3.22413622809411,NA,NA,14,1,13,224,"0.99",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",400,2001-01-01,1990-01-01,2005-12-31,5,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",75.4449875466615,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-15.5794659090909,4.83213636363636
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","15","Table 2, col 2 (IB)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.3355205,NA,"decrease","periodic",0.1155979,NA,-2.90247919728646,NA,NA,14,1,13,224,"0.99",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",401,2001-01-01,1990-01-01,2006-12-31,6,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",80.362860989483,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-19.0636647727273,6.5680625
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","16","Table 2, col 2 (IB)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.3625923,NA,"decrease","periodic",0.1073573,NA,-3.37743497647575,NA,NA,14,1,13,224,"0.99",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",402,2001-01-01,1990-01-01,2007-12-31,7,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",86.2642355170664,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-20.6018352272727,6.09984659090909
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","17","Table 2, col 2 (IB)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.268714,NA,"decrease","periodic",0.111685,NA,-2.40599901508708,NA,NA,14,1,13,224,"0.95",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",403,2001-01-01,1990-01-01,2008-12-31,8.0027397260274,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",95.0641834241601,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-15.2678409090909,6.34573863636364
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","18","Table 2, col 2 (IB)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.2834702,NA,"decrease","periodic",0.1010442,NA,-2.80540793039086,NA,NA,14,1,13,224,"0.99",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",404,2001-01-01,1990-01-01,2009-12-31,9.0027397260274,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",98.3882406868512,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-16.1062613636364,5.74114772727273
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","19","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.3341592,NA,"decrease","periodic",0.1512438,NA,-2.2094075922451,NA,NA,9,1,8,175,"0.95",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",405,2001-01-01,1990-01-01,2001-12-31,0.997260273972603,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",40.9334526643482,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-18.9863181818182,8.59339772727273
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","20","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.3348267,NA,"decrease","periodic",0.1368835,NA,-2.44607056365449,NA,NA,9,1,8,175,"0.95",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",406,2001-01-01,1990-01-01,2002-12-31,1.9972602739726,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",45.3583471803633,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-19.0242443181818,7.77747159090909
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","21","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.3314677,NA,"decrease","periodic",0.1834436,NA,-1.80691885680394,NA,NA,9,1,8,175,"0.9",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",407,2001-01-01,1990-01-01,2003-12-31,2.9972602739726,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",54.9656205369689,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-18.8333920454545,10.4229318181818
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","22","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.3513503,NA,"decrease","periodic",0.224193,NA,-1.56717783338463,NA,NA,9,1,8,175,"insignificant",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",408,2001-01-01,1990-01-01,2004-12-31,4,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",66.5688941104789,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-19.9630852272727,12.7382386363636
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","23","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.4440878,NA,"decrease","periodic",0.2303899,NA,-1.92754890730887,NA,NA,9,1,8,175,"0.9",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",409,2001-01-01,1990-01-01,2005-12-31,5,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",75.4449875466615,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-25.2322613636364,13.0903352272727
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","24","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.4723594,NA,"decrease","periodic",0.2283128,NA,-2.06891335045604,NA,NA,9,1,8,175,"0.95",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",410,2001-01-01,1990-01-01,2006-12-31,6,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",80.362860989483,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-26.8386022727273,12.9723181818182
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","25","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.525119,NA,"decrease","periodic",0.2112586,NA,-2.48566922246006,NA,NA,9,1,8,175,"0.95",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",411,2001-01-01,1990-01-01,2007-12-31,7,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",86.2642355170664,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-29.8363068181818,12.0033295454545
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","26","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.4721804,NA,"decrease","periodic",0.2588213,NA,-1.82434907791592,NA,NA,9,1,8,175,"0.9",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",412,2001-01-01,1990-01-01,2008-12-31,8.0027397260274,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",95.0641834241601,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-26.8284318181818,14.7057556818182
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","27","Table 2, col 3 (II)","DiD","Panel w/ entity&time FE",NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.4841586,NA,"decrease","periodic",0.2148079,NA,-2.25391431134516,NA,NA,9,1,8,175,"0.95",NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","In the article, the coefficients are reported withouth any uncertainty measure. Upon request, the authors provided the corresponding standard errors. We also used the coefficients from the additional information by the authors, as it provided more dicimals.                               ","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"DiD panel FE",413,2001-01-01,1990-01-01,2009-12-31,9.0027397260274,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",98.3882406868512,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"standard error",-27.5090113636364,12.2049943181818
"Runst, P; Thonipara, A",2020,"Dosis facit effectum why the size of the carbon tax matters: Evidence from the Swedish residential sector","4377961","10.1016/j.eneco.2020.104898","include","introduction effect","28","Figure 4a, 2001, data received from authors","synthetic control",NA,NA,"CO2","Total","Levels","level-level",NA,NA,"complete",-0.0852457788427305,NA,"decrease","periodic",NA,NA,-1.18683143275582,0.117647058823529,NA,19,1,18,NA,NA,NA,NA,NA,NA,"Year","country",1.76,"Buildings","all fuels","Odyssee-Mure","The synthetic conrol estimates were provided by the authors upon request. Only estimates from model specification 5 are captured here. The p-values are visually interpreted from Figure 6 in the article.","4377961_1",NA,NA,NA,"Swedish carbon tax","Swedish carbon tax","Runst & Thonipara (2020)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"synthetic control",414,2001-01-01,1990-01-01,2016-12-31,16.0082191780822,"Probably Yes","Probably No","The study analyses the introduction effect of a carbon tax in Sweden in 2001, when the tax was raised from 40 to 100 euro. The authors note that they will ""underestimate the overall tax effect"". Still the increase in the tax can be a biased estimate of the introduction effect. The study uses 17 European countries as the controll group.","Probably No","The sutdy uses ""electricity and oil prices, GDP per capita, and heating degree days"" as controll variables as well as fixed effects.","Probably No",NA,"medium",124.467748229423,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"level-level, introduction effect",NA,"p value",-4.84351016151878,4.08104304271093
